name,platform,coop_players,has_pvp,year,genre,free2play,url
Dishonored 5,PC;PS4;Xbox;Switch,6,No,2017,4X;Strategy,No,https://example.com/games/dishonored-5
Shadow Warrior Remake,Xbox,,Yes,2003,Sports,No,https://example.com/games/shadow-warrior-remake
Ninja Gaiden Enhanced Edition,Xbox,4,Yes,2021,Action;Platformer,No,https://example.com/games/ninja-gaiden-enhanced-edition
World of Tanks 3,Xbox,,No,2015,Survival;Sandbox,No,https://example.com/games/world-of-tanks-3
Titan Quest Omega Edition 3,PC;Switch,,No,2008,Racing,No,https://example.com/games/titan-quest-omega-edition-3
Beach Buggy Racing Physical Edition,PC;PS4;Xbox;Switch,Many,No,2015,Shooter;RPG,No,https://example.com/games/beach-buggy-racing-physical-edition
Trine Anniversary Edition,PC;PS5,3,Yes,2001,Grand Strategy;Strategy,No,https://example.com/games/trine-anniversary-edition
Aetheris Omega Edition 3,PC;PS4;Xbox;Switch,Many,No,2019,Survival;Sandbox,No,https://example.com/games/aetheris-omega-edition-3
Tower of Fantasy Digital Edition,PC;PS4;Xbox;Switch,6,No,2011,Casual;Party,No,https://example.com/games/tower-of-fantasy-digital-edition
Shadow Warrior Limited Edition,PC;Xbox,,No,2003,Party;Action,No,https://example.com/games/shadow-warrior-limited-edition
Gundam Battle Omega Edition 2,PC;PS5,,Yes,2006,Strategy;RTS,No,https://example.com/games/gundam-battle-omega-edition-2
13 Sentinels 5,PC;PS5;Xbox,2,Yes,2025,Action;Adventure,No,https://example.com/games/13-sentinels-5
Counter-Strike Complete Edition,PC;PS5;Xbox,8,Yes,2003,Action;Adventure,No,https://example.com/games/counter-strike-complete-edition
Fate Grand Order Physical Edition,PC;PS5;Xbox,,Yes,2010,Casual;Party,No,https://example.com/games/fate-grand-order-physical-edition
Persona 5 Strikers Omega Edition 4,PC;PS5,3,Yes,2020,Party;Action,Yes,https://example.com/games/persona-5-strikers-omega-edition-4
SD Gundam Remake,PC;Xbox,2,No,2011,Shooter;Action,Yes,https://example.com/games/sd-gundam-remake
Planet Coaster Omega Edition 3,PC;Switch,,No,2004,Action;Adventure,No,https://example.com/games/planet-coaster-omega-edition-3
Deep Rock Galactic Standard Edition,PC;PS4;Xbox;Switch,,Yes,2009,Puzzle;Adventure,Yes,https://example.com/games/deep-rock-galactic-standard-edition
Gundam Seed Battle Assault 7,PC;PS4;Xbox;Switch,,Yes,2006,Casual;Party,No,https://example.com/games/gundam-seed-battle-assault-7
Spelunky Omega Edition 4,PC;Switch,2,No,2005,RPG;Action,No,https://example.com/games/spelunky-omega-edition-4
Poker Night Alpha Edition,PC;PS5;Xbox,2,No,2009,Grand Strategy;Strategy,Yes,https://example.com/games/poker-night-alpha-edition
Vanquish Omega Edition 2,PS5;Xbox,,Yes,2026,MOBA;Strategy,Yes,https://example.com/games/vanquish-omega-edition-2
Destiny Legendary Edition,PC;Xbox,4,No,2000,Strategy;Turn-Based,No,https://example.com/games/destiny-legendary-edition
Warhammer Omega Edition 2,PC;PS4;Xbox,,No,2012,Sandbox,No,https://example.com/games/warhammer-omega-edition-2
The Long Dark 2,PC;PS5;Xbox;Switch,6,No,2005,Simulation,No,https://example.com/games/the-long-dark-2
Ninja Gaiden Remastered,PC;PS4;Xbox;Switch,,Yes,2012,Action;Platformer,No,https://example.com/games/ninja-gaiden-remastered
Act of War Remake,PC;PS4;Xbox,,No,2020,Strategy;RTS,Yes,https://example.com/games/act-of-war-remake
Insurgency Game of the Year Edition,Xbox,8,No,2016,Tactical;Shooter,No,https://example.com/games/insurgency-game-of-the-year-edition
Gwent Omega Edition 5,PC;PS5;Xbox,,Yes,2009,Sports,Yes,https://example.com/games/gwent-omega-edition-5
Last Epoch Final Edition,PC;PS4;Xbox;Switch,,No,2000,4X;Strategy,Yes,https://example.com/games/last-epoch-final-edition
Chainsaw Man Deluxe Edition,Xbox,3,No,2017,Simulation,No,https://example.com/games/chainsaw-man-deluxe-edition
Deep Rock Galactic 2,PC;PS5,,Yes,2024,Grand Strategy;Strategy,No,https://example.com/games/deep-rock-galactic-2
Risk of Rain Deluxe Edition,PC;PS5,,Yes,2004,Casual;Party,No,https://example.com/games/risk-of-rain-deluxe-edition
Gundam Seed Battle Operation Remastered,PC;PS4;Xbox;Switch,,No,2023,Puzzle;Adventure,No,https://example.com/games/gundam-seed-battle-operation-remastered
Wreckfest Omega Edition,PC,,Yes,2022,Sports,No,https://example.com/games/wreckfest-omega-edition
Two Point 3,PC;Xbox,4,No,2016,Racing,No,https://example.com/games/two-point-3
Madden NFL 5,PC,2,Yes,2013,Party;Action,No,https://example.com/games/madden-nfl-5
Chrono Trigger Remake,PC,,No,2016,Survival;Horror,No,https://example.com/games/chrono-trigger-remake
Asphalt Remastered,PC;PS4;Xbox,,No,2007,Tactical;Shooter,No,https://example.com/games/asphalt-remastered
Gundam Seed Battle Chronicle Collector's Edition,PC;Switch,3,Yes,2000,Strategy;RTS,No,https://example.com/games/gundam-seed-battle-chronicle-collector-s-edition
Borderlands 4,PC;PS4;Xbox;Switch,3,No,2002,Casual;Party,No,https://example.com/games/borderlands-4
Dishonored Legendary Edition,Xbox,4,No,2019,Tactical;Shooter,No,https://example.com/games/dishonored-legendary-edition
FIFA Omega Edition 2,Xbox,6,No,2022,Racing,Yes,https://example.com/games/fifa-omega-edition-2
The Dark Pictures Omega Edition 2,PC,4,No,2003,Survival;Sandbox,No,https://example.com/games/the-dark-pictures-omega-edition-2
Planet Coaster 3,PC;PS5;Xbox;Switch,,Yes,2012,Shooter;Action,No,https://example.com/games/planet-coaster-3
DayZ 4,PC;PS5,4,No,2005,MOBA;Strategy,No,https://example.com/games/dayz-4
RimWorld Last Edition,PC,6,Yes,2014,Puzzle;Adventure,Yes,https://example.com/games/rimworld-last-edition
Inside Ultimate Edition,PC;PS5,,Yes,2017,4X;Strategy,No,https://example.com/games/inside-ultimate-edition
Shadow Warrior Ultimate Edition,PC;Switch,4,Yes,2003,Grand Strategy;Strategy,No,https://example.com/games/shadow-warrior-ultimate-edition
Subnautica Remastered,Xbox,,No,2022,Shooter;Action,No,https://example.com/games/subnautica-remastered
Remnant Anniversary Edition,PC;PS5;Xbox,2,No,2001,Survival;Sandbox,Yes,https://example.com/games/remnant-anniversary-edition
Call of Duty Legendary Edition,PC;PS4;Xbox,6,No,2022,4X;Strategy,No,https://example.com/games/call-of-duty-legendary-edition
Brothers in Arms Complete Edition,Xbox,2,No,2007,MOBA;Strategy,Yes,https://example.com/games/brothers-in-arms-complete-edition
Madden NFL Omega Edition 4,PC;PS4;Xbox;Switch,,Yes,2018,Sandbox,Yes,https://example.com/games/madden-nfl-omega-edition-4
Colin McRae Collector's Edition,PC;PS4;Xbox,4,No,2024,4X;Strategy,Yes,https://example.com/games/colin-mcrae-collector-s-edition
Stardew Valley 4,PS5;Xbox,Many,Yes,2009,Survival;Horror,No,https://example.com/games/stardew-valley-4
Grimgir Final Edition,PC;Xbox,4,No,2023,MOBA;Strategy,No,https://example.com/games/grimgir-final-edition
Next Car Game 4,PC;Xbox,4,Yes,2025,4X;Strategy,No,https://example.com/games/next-car-game-4
Persona 2,PC;PS4;Xbox;Switch,,Yes,2021,Sports,No,https://example.com/games/persona-2
Arknights Legendary Edition,PC;PS5;Xbox,4,Yes,2019,Battle Royale;Shooter,No,https://example.com/games/arknights-legendary-edition
Marvel's Midnight Suns Game of the Year Edition,PC;PS5;Xbox;Switch,6,Yes,2023,Simulation,No,https://example.com/games/marvel-s-midnight-suns-game-of-the-year-edition
Team Fortress Limited Edition,PC;PS5;Xbox,4,Yes,2004,Party;Action,No,https://example.com/games/team-fortress-limited-edition
Grim Dawn Special Edition,PC;PS5;Xbox,Many,No,2004,Shooter;RPG,No,https://example.com/games/grim-dawn-special-edition
Grandia Remastered,PS5;Xbox,Many,No,2011,Simulation,No,https://example.com/games/grandia-remastered
Skul 3,PC;Switch,,Yes,2010,Casual;Party,No,https://example.com/games/skul-3
Unrailed 2,PC,6,Yes,2001,Shooter;RPG,No,https://example.com/games/unrailed-2
Persona Q Last Edition,PC;PS4;Xbox,4,Yes,2011,Action;Platformer,No,https://example.com/games/persona-q-last-edition
Enemy Territory 3,PC;Xbox,Many,Yes,2018,Shooter;RPG,No,https://example.com/games/enemy-territory-3
Paladins Limited Edition,Xbox,4,No,2023,Puzzle;Adventure,No,https://example.com/games/paladins-limited-edition
Red Orchestra Physical Edition,PC;PS5;Xbox;Switch,6,Yes,2018,Racing,No,https://example.com/games/red-orchestra-physical-edition
Empires Mod Game of the Year Edition,PC;PS5;Xbox;Switch,,Yes,2000,Shooter;Action,No,https://example.com/games/empires-mod-game-of-the-year-edition
Tales of Arise 5,PC;PS4;Xbox;Switch,,Yes,2001,Party;Action,No,https://example.com/games/tales-of-arise-5
Fire Force Limited Edition,PC;PS4;Xbox,,No,2009,Grand Strategy;Strategy,Yes,https://example.com/games/fire-force-limited-edition
Red Orchestra Alpha Edition,PC;PS5,4,No,2012,RPG;Action,No,https://example.com/games/red-orchestra-alpha-edition
Grimgir 3,PC;PS5;Xbox;Switch,4,No,2013,Party;Action,Yes,https://example.com/games/grimgir-3
Sniper Elite Remastered,PC;PS5,,Yes,2004,Tactical;Shooter,No,https://example.com/games/sniper-elite-remastered
SimCity Final Edition,PC;Switch,8,Yes,2022,Casual;Party,No,https://example.com/games/simcity-final-edition
Clash of Clans Limited Edition,PS5;Xbox,,Yes,2010,Simulation,No,https://example.com/games/clash-of-clans-limited-edition
Frontlines 4,PC;PS5;Xbox,,Yes,2008,MOBA;Strategy,Yes,https://example.com/games/frontlines-4
Black Clover Anniversary Edition,PC;PS5;Xbox,4,Yes,2014,Shooter;RPG,No,https://example.com/games/black-clover-anniversary-edition
Gundam Battle Operation Legendary Edition,PC;Switch,,No,2012,Tactical;Shooter,No,https://example.com/games/gundam-battle-operation-legendary-edition
Stronghold Ultimate Edition,PC;Switch,,Yes,2017,Battle Royale;Shooter,No,https://example.com/games/stronghold-ultimate-edition
RimWorld Remake,PC;PS5,,Yes,2009,Strategy;RTS,No,https://example.com/games/rimworld-remake
Crash Team Racing 3,PS5;Xbox,4,No,2000,Casual;Party,Yes,https://example.com/games/crash-team-racing-3
Zone of the Enders Omega Edition 5,PC;PS5;Xbox;Switch,,Yes,2015,Racing,No,https://example.com/games/zone-of-the-enders-omega-edition-5
Nioh Omega Edition,PC,3,No,2006,Shooter;RPG,No,https://example.com/games/nioh-omega-edition
We Were Here Enhanced Edition,PC;PS4;Xbox,,No,2012,Simulation;Sandbox,No,https://example.com/games/we-were-here-enhanced-edition
State of Survival Special Edition,PC;PS4;Xbox,,Yes,2020,Sandbox,No,https://example.com/games/state-of-survival-special-edition
Frostpunk Ultimate Edition,PC;PS5;Xbox;Switch,Many,No,2026,4X;Strategy,No,https://example.com/games/frostpunk-ultimate-edition
Townscaper Omega Edition,PC;PS4;Xbox;Switch,,Yes,2010,4X;Strategy,No,https://example.com/games/townscaper-omega-edition
Super Robot Wars Omega Edition 2,PC;Switch,4,No,2002,Sandbox,No,https://example.com/games/super-robot-wars-omega-edition-2
Metroid 4,Xbox,3,No,2023,Sandbox,No,https://example.com/games/metroid-4
Burnout Game of the Year Edition,PC;Switch,2,Yes,2014,4X;Strategy,No,https://example.com/games/burnout-game-of-the-year-edition
Brothers in Arms,PC;Switch,6,Yes,2014,Shooter;Action,No,https://example.com/games/brothers-in-arms
Half-Life Deluxe Edition,PC;PS5,,Yes,2021,Strategy;RTS,No,https://example.com/games/half-life-deluxe-edition
Front Mission 3 2,PC,,No,2012,Strategy;Turn-Based,No,https://example.com/games/front-mission-3-2
SimCity BuildIt Physical Edition,PC;PS5,8,No,2003,Casual;Party,No,https://example.com/games/simcity-buildit-physical-edition
God of War Deluxe Edition,PC;Switch,,No,2025,Survival;Sandbox,No,https://example.com/games/god-of-war-deluxe-edition
Book of Travels Special Edition,PC,4,No,2012,Casual;Party,No,https://example.com/games/book-of-travels-special-edition
Oxygen Not Included Anniversary Edition,Xbox,,Yes,2008,Puzzle;Adventure,No,https://example.com/games/oxygen-not-included-anniversary-edition
Bad North Complete Edition,Xbox,,Yes,2023,Action;Adventure,No,https://example.com/games/bad-north-complete-edition
Endzone Definitive Edition,PC;PS5,4,Yes,2004,Action;Adventure,No,https://example.com/games/endzone-definitive-edition
Outriders,PC;Xbox,4,No,2014,Casual;Party,No,https://example.com/games/outriders
Tomb Raider Complete Edition,PC;PS5,,No,2016,Action;Platformer,No,https://example.com/games/tomb-raider-complete-edition
Asphalt Digital Edition,PC;PS4;Xbox,Many,No,2010,Casual;Party,No,https://example.com/games/asphalt-digital-edition
Warcraft Collector's Edition,PC;PS4;Xbox;Switch,6,No,2019,Party;Action,No,https://example.com/games/warcraft-collector-s-edition
Tomb Raider Deluxe Edition,Xbox,,No,2012,MOBA;Strategy,No,https://example.com/games/tomb-raider-deluxe-edition
The Cursed Island Deluxe Edition,Xbox,8,Yes,2006,RPG;Action,No,https://example.com/games/the-cursed-island-deluxe-edition
Naruto First Edition,PS5;Xbox,4,Yes,2020,Strategy;RTS,No,https://example.com/games/naruto-first-edition
Konosuba 4,PC;PS5;Xbox;Switch,4,No,2001,Simulation;Sandbox,Yes,https://example.com/games/konosuba-4
Zenless Zone Zero Digital Edition,PC;PS4;Xbox,4,Yes,2018,MOBA;Strategy,Yes,https://example.com/games/zenless-zone-zero-digital-edition
Anno Complete Edition,PC;Switch,8,No,2011,Sports,No,https://example.com/games/anno-complete-edition
Boom Beach,PC;PS4;Xbox;Switch,Many,No,2013,Action;Adventure,No,https://example.com/games/boom-beach
Wuthering Waves Omega Edition 2,PC;PS5,4,No,2011,Casual;Party,No,https://example.com/games/wuthering-waves-omega-edition-2
Gloomhaven Omega Edition,PC;PS5;Xbox;Switch,,Yes,2026,Strategy;RTS,No,https://example.com/games/gloomhaven-omega-edition
Friday the 13th Game of the Year Edition,Xbox,,Yes,2019,Simulation;Sandbox,No,https://example.com/games/friday-the-13th-game-of-the-year-edition
Wasteland Physical Edition,Xbox,4,No,2019,Simulation,No,https://example.com/games/wasteland-physical-edition
Dead Island Omega Edition 3,PC;Switch,8,No,2000,Shooter;Action,No,https://example.com/games/dead-island-omega-edition-3
Dorfromantik Remastered,Xbox,4,Yes,2020,Sports,No,https://example.com/games/dorfromantik-remastered
Township Complete Edition,PC,4,Yes,2003,Sandbox,Yes,https://example.com/games/township-complete-edition
Baten Kaitos Anniversary Edition,PC;PS5;Xbox;Switch,Many,No,2024,Strategy;RTS,No,https://example.com/games/baten-kaitos-anniversary-edition
Ronduine Omega Edition,PC,,No,2003,Shooter;Action,No,https://example.com/games/ronduine-omega-edition
Gundam Battle Assault Last Edition,PC;PS5,,Yes,2000,Puzzle;Adventure,No,https://example.com/games/gundam-battle-assault-last-edition
Portal,PC;Xbox,3,Yes,2004,MOBA;Strategy,No,https://example.com/games/portal
Medal of Honor,PC;PS5;Xbox,,No,2004,Survival;Horror,No,https://example.com/games/medal-of-honor
Heroes of the Storm Special Edition,PC;Switch,,Yes,2023,Action;Platformer,No,https://example.com/games/heroes-of-the-storm-special-edition
SCUM Special Edition,PC;PS5;Xbox;Switch,3,No,2015,Racing,No,https://example.com/games/scum-special-edition
Civilization Digital Edition,PC;PS4;Xbox,2,No,2012,Sandbox,No,https://example.com/games/civilization-digital-edition
Seven Deadly Sins Last Edition,Xbox,,Yes,2002,Sports,Yes,https://example.com/games/seven-deadly-sins-last-edition
Attack on Titan Game of the Year Edition,PC;PS5,,Yes,2001,Tactical;Shooter,No,https://example.com/games/attack-on-titan-game-of-the-year-edition
Romancing SaGa Final Edition,PC;Xbox,3,No,2020,Casual;Party,No,https://example.com/games/romancing-saga-final-edition
Dragon Ball Legends Physical Edition,PC;PS5;Xbox,4,Yes,2022,Action;Adventure,Yes,https://example.com/games/dragon-ball-legends-physical-edition
Atlas 4,PC,Many,No,2024,Strategy;RTS,Yes,https://example.com/games/atlas-4
Back 4 Blood Enhanced Edition,PC;PS5,Many,No,2021,MOBA;Strategy,No,https://example.com/games/back-4-blood-enhanced-edition
Torchlight Omega Edition,PC;PS5,3,No,2017,Casual;Party,No,https://example.com/games/torchlight-omega-edition
Starsector Final Edition,PC;PS4;Xbox;Switch,8,No,2020,Survival;Horror,No,https://example.com/games/starsector-final-edition
Sonic Racing Deluxe Edition,PC;PS4;Xbox,,No,2013,RPG;Action,No,https://example.com/games/sonic-racing-deluxe-edition
Game of Thrones Conquest 5,PC;PS5;Xbox,,No,2008,Tactical;Shooter,Yes,https://example.com/games/game-of-thrones-conquest-5
Homeworld Deluxe Edition,PS5;Xbox,3,No,2019,Action;Platformer,No,https://example.com/games/homeworld-deluxe-edition
Painkiller Beta Edition,PC;PS5;Xbox;Switch,,No,2017,MOBA;Strategy,No,https://example.com/games/painkiller-beta-edition
WRC Anniversary Edition,PC;Xbox,,Yes,2001,MOBA;Strategy,No,https://example.com/games/wrc-anniversary-edition
Serious Sam Legendary Edition,PC;PS4;Xbox;Switch,,Yes,2010,Puzzle;Adventure,No,https://example.com/games/serious-sam-legendary-edition
Tales of Graces Complete Edition,PC;Xbox,4,No,2005,Sandbox,No,https://example.com/games/tales-of-graces-complete-edition
Tales from the Borderlands Omega Edition 3,PC;PS5;Xbox,6,Yes,2021,Strategy;Turn-Based,No,https://example.com/games/tales-from-the-borderlands-omega-edition-3
Sunset Overdrive Limited Edition,Xbox,,No,2008,Racing,No,https://example.com/games/sunset-overdrive-limited-edition
13 Sentinels Premium Edition,PC;PS4;Xbox,,Yes,2017,Shooter;Action,No,https://example.com/games/13-sentinels-premium-edition
Cult of the Lamb Omega Edition,PC;PS4;Xbox;Switch,,Yes,2001,Casual;Party,No,https://example.com/games/cult-of-the-lamb-omega-edition
Titan Quest Legendary Edition,PC;PS5,Many,No,2007,Strategy;Turn-Based,No,https://example.com/games/titan-quest-legendary-edition
Fire Force,PC;Switch,4,No,2024,Strategy;RTS,No,https://example.com/games/fire-force
Two Point First Edition,PC;Xbox,2,No,2011,Shooter;Action,Yes,https://example.com/games/two-point-first-edition
Hollow Knight Anniversary Edition,PC;PS5;Xbox;Switch,6,No,2011,Puzzle;Adventure,No,https://example.com/games/hollow-knight-anniversary-edition
Raft Alpha Edition,PC;PS5;Xbox;Switch,,Yes,2007,RPG;Action,No,https://example.com/games/raft-alpha-edition
No Game No Life Alpha Edition,PC;Switch,4,No,2007,Action;Platformer,No,https://example.com/games/no-game-no-life-alpha-edition
Stacklands Limited Edition,PC;PS5;Xbox,,No,2012,Survival;Sandbox,No,https://example.com/games/stacklands-limited-edition
Granblue Fantasy Digital Edition,PC;PS4;Xbox,8,No,2012,RPG;Action,Yes,https://example.com/games/granblue-fantasy-digital-edition
